slice_id,mae,mse,psnr,ssim,lpips
YG_1S1QWNDO1Y50_0_1_z063,0.061542145907878876,0.014588827267289162,18.359796253618647,0.6716188123533243,0.25989389419555664
YG_1S1QWNDO1Y50_0_1_z066,0.10291247069835663,0.024842943996191025,16.04796969936906,0.37727298223082345,0.5148431658744812
YG_1S1QWNDO1Y50_0_1_z069,0.07902573049068451,0.01614968292415142,17.918359578368342,0.5514046449410723,0.3772786855697632
YG_1S1QWNDO1Y50_0_1_z072,0.05586409196257591,0.01278019044548273,18.934626370532396,0.6086076856362677,0.29357653856277466
YG_1S1QWNDO1Y50_0_1_z075,0.046406157314777374,0.008869607001543045,20.520956657795534,0.6352396061796739,0.2749376595020294
YG_1S1QWNDO1Y50_0_1_z078,0.08114158362150192,0.017617713660001755,17.54050429223237,0.5923434706566515,0.2986743748188019
YG_1S1QWNDO1Y50_0_1_z081,0.07534455507993698,0.015601817518472672,18.06824795828321,0.5751396777589352,0.2706630825996399
YG_1S1QWNDO1Y50_0_1_z084,0.057514775544404984,0.009872578084468842,20.05569416993702,0.6502138006715823,0.24595806002616882
YG_1S1QWNDO1Y50_0_1_z087,0.055189285427331924,0.010863248258829117,19.64040331552806,0.5716850707508436,0.2839166224002838
YG_1S1QWNDO1Y50_0_1_z090,0.07285598665475845,0.01552734524011612,18.089028165383827,0.5385894292229155,0.33447936177253723
YG_1S1QWNDO1Y50_0_1_z093,0.06612911075353622,0.013268625363707542,18.77174093390633,0.5755457527529904,0.32778048515319824
YG_1S1QWNDO1Y50_0_1_z096,0.05159202963113785,0.0085457107052207,20.682518299215516,0.6147081824366932,0.2521374225616455
YG_1S1QWNDO1Y50_0_1_z099,0.05581018328666687,0.009437862783670425,20.251263557015562,0.611344785536148,0.26508232951164246
YG_1S1QWNDO1Y50_0_1_z102,0.04877515882253647,0.008026587776839733,20.954690464771293,0.6464127621997339,0.2276984602212906
YG_1S1QWNDO1Y50_0_1_z105,0.05632198229432106,0.009913147427141666,20.037884274180108,0.5973037989670615,0.29992911219596863
YG_1S1QWNDO1Y50_0_1_z108,0.06817814707756042,0.01295800507068634,18.87461869346869,0.49391269198779203,0.42238110303878784
YG_1S1QWNDO1Y50_0_1_z111,0.05277623236179352,0.008366095833480358,20.774771471316313,0.6095601818130573,0.3446487486362457
YG_1S1QWNDO1Y50_0_1_z114,0.052348341792821884,0.008339887484908104,20.788398090639824,0.6026255684606214,0.3489251732826233
YG_1S1QWNDO1Y50_0_1_z117,0.04225717484951019,0.007576757110655308,21.205166394523467,0.6814576998676738,0.25755974650382996
YG_1S1QWNDO1Y50_0_1_z120,0.06029989570379257,0.01166860293596983,19.329811473434184,0.5533206070889035,0.3801264464855194
YG_1S1QWNDO1Y50_0_1_z123,0.052383650094270706,0.008955111727118492,20.479289742248177,0.6127783045727156,0.3122252821922302
YG_1S1QWNDO1Y50_0_1_z126,0.058964695781469345,0.010573239997029305,19.75791920679427,0.5454268105576094,0.38583940267562866
YG_1S1QWNDO1Y50_0_1_z129,0.05930620804429054,0.010818597860634327,19.65829044273434,0.46651894364303015,0.4780902862548828
YG_1S1QWNDO1Y50_0_1_z132,0.06940937042236328,0.015556243248283863,18.080952835899772,0.5685064959064545,0.39336568117141724
YG_1S1QWNDO1Y50_0_1_z135,0.04410840943455696,0.009379914961755276,20.278011184275645,0.6736897643938463,0.25076764822006226
YG_1S1QWNDO1Y50_0_1_z138,0.05955181270837784,0.012987170368432999,18.86485487964752,0.6074259313204659,0.4146536886692047
